"COMPLICATION_ID","PROVIDER_ID","HOSPITAL_NAME","ADDRESS","CITY","STATE","ZIP_CODE","COUNTY","PHONE_NUMBER","MEASURE_NAME","MEASURE_ID","COMPARED_TO_NATIONAL","DENOMINATOR","SCORE","LOWER_ESTIMATE","HIGHER_ESTIMATE","FOOTNOTE","MEASURE_START_DT","MEASURE_END_DT"
2861,"41324",CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,"72110",CONWAY,"5019772300",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2867,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2868,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2864,"41324",CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE,MORRILTON,AR,"72110",CONWAY,"5019772300",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2865,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:24:38.000
2866,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2869,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2870,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:24:38.000
2871,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2872,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2875,"41326",DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH",DUMAS,AR,"71639",DESHA,"8703824303",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2877,"41327",BRADLEY COUNTY MEDICAL CENTER,"404 SOUTH BRADLEY STREET",WARREN,AR,"71671",BRADLEY,"8702263731",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:24:39.000
3163,"50043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",ALAMEDA,"5106554000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"312","13.34","6.68","20",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3164,"50043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",ALAMEDA,"5106554000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"278","3.01","0.83","5.19",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3165,"230244",GARDEN CITY HOSPITAL,"6245 INKSTER RD",GARDEN CITY,MI,"48135",WAYNE,"7344213300",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"2309","0.12","0","0.88",,2013-07-01 00:00:00.000,2023-08-29 19:25:08.000
3166,"50043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",ALAMEDA,"5106554000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"8834","1.71","0.99","2.42",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3167,"50043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",ALAMEDA,"5106554000",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"2782","0.64","0","1.37",,2013-07-01 00:00:00.000,2023-08-29 19:25:08.000
3168,"50043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",ALAMEDA,"5106554000",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"88","163.66","118.62","208.71",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3169,"50043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",ALAMEDA,"5106554000",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"8096","0.59","0.34","0.84",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3187,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"602","1.73","0","3.74",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3188,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"10684","1.68","1.13","2.22",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3172,"50043",ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE",OAKLAND,CA,"94609",ALAMEDA,"5106554000",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"1.12","0.86","1.37",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3173,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"156","2.7","1.6","4.5",,2012-04-01 00:00:00.000,2023-08-29 19:25:09.000
3174,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"592","5.86","1.88","9.84",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3175,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"27","9.75","1.58","17.92",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3176,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"93","2.73","0.46","5",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3177,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"3888","1.11","0.03","2.19",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3178,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1416","0.17","0","1.07",,2013-07-01 00:00:00.000,2023-08-29 19:25:09.000
3179,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3180,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"3550","0.34","0.04","0.64",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3189,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"3401","0.09","0","0.75",,2013-07-01 00:00:00.000,2023-08-29 19:25:10.000
3190,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"155","116.3","77.86","154.73",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3183,"50045",EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE",EL CENTRO,CA,"92243",IMPERIAL,"7603397100",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.82","0.45","1.19",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3184,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"803","2.9","2","4",,2012-04-01 00:00:00.000,2023-08-29 19:25:10.000
3185,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"4034","4.23","2.18","6.27",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3186,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"436","10.76","4.5","17.01",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3191,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"9902","0.59","0.34","0.84",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3194,"50047",CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,"2333 BUCHANAN STREET",SAN FRANCISCO,CA,"94115",SAN FRANCISCO,"4156006000",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.89","0.69","1.1",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
3195,"50054",SAN GORGONIO MEMORIAL HOSPITAL,"600 NORTH HIGHLAND SPRINGS AVENUE",BANNING,CA,"92220",RIVERSIDE,"9518451121",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"60","2.8","1.6","4.5",,2012-04-01 00:00:00.000,2023-08-29 19:25:12.000
2942,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2931,"41331",OZARKS COMMUNITY HOSPITAL OF GRAVETTE,"1101 JACKSON STREET SW",GRAVETTE,AR,"72736",BENTON,"4797875291",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2932,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:24:44.000
2933,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2934,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2935,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2936,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2937,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:24:45.000
2938,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2939,"43300",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",PULASKI,"5013641100",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2943,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"86","3.8","2.3","6.4",,2012-04-01 00:00:00.000,2023-08-29 19:24:45.000
2944,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"647","5.22","1.21","9.24",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2945,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"46","9.58","1.48","17.68",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2946,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"64","2.22","0","4.5",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2947,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"3835","1.59","0.47","2.7",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2948,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1115","0.21","0","1.22",,2013-07-01 00:00:00.000,2023-08-29 19:24:46.000
2949,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"31","142.7","92.06","193.34",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2950,"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.9","0.52","1.28",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2951,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"138","3.1","1.9","5",,2012-04-01 00:00:00.000,2023-08-29 19:24:47.000
2952,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"1714","5.13","2.2","8.05",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2953,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"228","13.13","6.22","20.03",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2954,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"221","2.03","0","4.21",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2955,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"5404","0.92","0.12","1.72",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2956,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1796","0.15","0","0.98",,2013-07-01 00:00:00.000,2023-08-29 19:24:47.000
2957,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"97","134.35","89.14","179.56",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2958,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"5090","0.33","0.06","0.61",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2966,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"7869","1.57","0.83","2.31",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2961,"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.75","0.47","1.03",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2962,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"384","3.6","2.4","5.1",,2012-04-01 00:00:00.000,2023-08-29 19:24:47.000
2963,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"2247","4.34","1.65","7.04",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2964,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"238","11.2","4.51","17.89",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2965,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"292","2.48","0.32","4.64",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2967,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"2542","0.12","0","0.88",,2013-07-01 00:00:00.000,2023-08-29 19:24:47.000
2968,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"100","108.63","66.18","151.09",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2969,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"7399","0.39","0.11","0.67",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2972,"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.85","0.59","1.11",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2977,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"1823","2.1","0.82","3.39",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2973,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2012-04-01 00:00:00.000,2023-08-29 19:24:48.000
2974,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"629","4.94","1.29","8.59",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2975,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"68","8.84","1.06","16.62",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2976,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"29","2.28","0","4.59",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
2978,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"502","0.31","0","1.52",,2013-07-01 00:00:00.000,2023-08-29 19:24:48.000
2979,"50008",CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVE",SAN FRANCISCO,CA,"94117",SAN FRANCISCO,"4156006000",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"41","147.41","99.33","195.49",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
