ID,Name,HospitalID,Type
17-67,T-67,17,treatment
17-82,T-82,17,treatment
17-19,A-19,17,assessment
17-70,T-70,17,treatment
17-56,A-56,17,assessment
17-59,T-59,17,treatment
17-70,A-70,17,assessment
17-16,T-16,17,treatment
17-64,A-64,17,assessment
17-92,T-92,17,treatment
17-40,T-40,17,treatment
17-92,A-92,17,assessment
17-37,A-37,17,assessment
17-26,A-26,17,assessment
17-21,T-21,17,treatment
18-60,A-60,18,assessment
18-22,A-22,18,assessment
18-25,T-25,18,treatment
18-35,A-35,18,assessment
18-67,A-67,18,assessment
18-11,T-11,18,treatment
18-55,T-55,18,treatment
18-53,T-53,18,treatment
18-82,A-82,18,assessment
18-01,T-01,18,treatment
18-57,A-57,18,assessment
18-24,T-24,18,treatment
18-73,A-73,18,assessment
18-96,A-96,18,assessment
18-87,T-87,18,treatment
18-37,A-37,18,assessment
18-05,T-05,18,treatment
18-37,T-37,18,treatment
18-68,A-68,18,assessment
18-03,T-03,18,treatment
18-69,A-69,18,assessment
18-51,T-51,18,treatment
18-29,A-29,18,assessment
18-92,T-92,18,treatment
18-15,A-15,18,assessment
18-10,T-10,18,treatment
18-67,A-67,18,assessment
18-39,T-39,18,treatment
18-52,A-52,18,assessment
18-59,T-59,18,treatment
18-53,A-53,18,assessment
18-85,T-85,18,treatment
18-56,T-56,18,treatment
18-69,A-69,18,assessment
18-72,A-72,18,assessment
18-63,T-63,18,treatment
18-97,T-97,18,treatment
18-17,T-17,18,treatment
18-90,T-90,18,treatment
18-67,A-67,18,assessment
18-80,T-80,18,treatment
18-18,A-18,18,assessment
18-28,A-28,18,assessment
18-40,T-40,18,treatment
18-50,A-50,18,assessment
18-73,T-73,18,treatment
18-07,T-07,18,treatment
18-27,A-27,18,assessment
18-61,T-61,18,treatment
18-57,A-57,18,assessment
18-09,A-09,18,assessment
18-79,T-79,18,treatment
19-87,T-87,19,treatment
19-67,T-67,19,treatment
19-70,A-70,19,assessment
19-73,A-73,19,assessment
19-85,A-85,19,assessment
19-22,A-22,19,assessment
19-46,T-46,19,treatment
19-83,A-83,19,assessment
19-83,A-83,19,assessment
19-71,T-71,19,treatment
19-02,T-02,19,treatment
19-54,T-54,19,treatment
19-39,A-39,19,assessment
19-18,A-18,19,assessment
19-68,A-68,19,assessment
19-72,A-72,19,assessment
19-81,A-81,19,assessment
19-09,A-09,19,assessment
19-26,A-26,19,assessment
19-29,A-29,19,assessment
19-35,T-35,19,treatment
19-14,T-14,19,treatment
19-07,T-07,19,treatment
19-05,T-05,19,treatment
19-18,T-18,19,treatment
19-78,T-78,19,treatment
19-11,A-11,19,assessment
19-01,A-01,19,assessment
19-86,T-86,19,treatment
19-53,A-53,19,assessment
19-08,T-08,19,treatment
19-04,A-04,19,assessment
19-70,A-70,19,assessment
19-86,A-86,19,assessment
19-10,A-10,19,assessment
19-54,T-54,19,treatment
19-33,A-33,19,assessment
19-21,T-21,19,treatment
19-66,A-66,19,assessment
19-49,A-49,19,assessment
19-60,T-60,19,treatment
19-89,T-89,19,treatment
19-09,A-09,19,assessment
19-67,A-67,19,assessment
19-27,T-27,19,treatment
19-52,T-52,19,treatment
19-55,A-55,19,assessment
19-24,A-24,19,assessment
19-54,A-54,19,assessment
19-78,A-78,19,assessment
19-22,A-22,19,assessment
19-59,A-59,19,assessment
19-97,T-97,19,treatment
19-84,A-84,19,assessment
19-85,T-85,19,treatment
20-27,A-27,20,assessment
20-10,A-10,20,assessment
20-74,A-74,20,assessment
20-45,T-45,20,treatment
20-47,A-47,20,assessment
20-76,T-76,20,treatment
20-69,A-69,20,assessment
20-30,T-30,20,treatment
20-39,T-39,20,treatment
20-03,T-03,20,treatment
20-51,T-51,20,treatment
20-50,T-50,20,treatment
20-41,T-41,20,treatment
20-72,A-72,20,assessment
20-83,T-83,20,treatment
20-32,A-32,20,assessment
20-87,A-87,20,assessment
20-39,A-39,20,assessment
20-100,A-100,20,assessment
20-89,T-89,20,treatment
20-49,T-49,20,treatment
20-84,A-84,20,assessment
20-01,T-01,20,treatment
20-44,A-44,20,assessment
20-43,A-43,20,assessment
20-45,A-45,20,assessment
20-24,T-24,20,treatment
20-98,T-98,20,treatment
20-80,A-80,20,assessment
20-26,A-26,20,assessment
20-100,A-100,20,assessment
20-06,T-06,20,treatment
20-73,A-73,20,assessment
20-89,A-89,20,assessment
20-88,T-88,20,treatment
20-06,T-06,20,treatment
20-58,A-58,20,assessment
20-99,T-99,20,treatment
20-64,A-64,20,assessment
20-88,T-88,20,treatment
20-40,T-40,20,treatment
20-41,A-41,20,assessment
20-38,T-38,20,treatment
20-71,T-71,20,treatment
20-79,T-79,20,treatment
20-94,A-94,20,assessment
20-22,T-22,20,treatment
20-12,A-12,20,assessment
20-45,T-45,20,treatment
21-13,T-13,21,treatment
21-40,A-40,21,assessment
21-70,T-70,21,treatment
21-79,A-79,21,assessment
21-50,T-50,21,treatment
21-54,T-54,21,treatment
21-69,T-69,21,treatment
21-57,T-57,21,treatment
21-17,A-17,21,assessment
21-04,T-04,21,treatment
21-46,T-46,21,treatment
21-44,A-44,21,assessment
21-52,T-52,21,treatment
21-19,A-19,21,assessment
21-27,T-27,21,treatment
21-23,A-23,21,assessment
21-68,A-68,21,assessment
21-89,T-89,21,treatment
21-56,A-56,21,assessment
21-95,T-95,21,treatment
21-22,A-22,21,assessment
21-24,T-24,21,treatment
21-31,T-31,21,treatment
21-18,T-18,21,treatment
21-02,T-02,21,treatment
21-51,T-51,21,treatment
21-78,T-78,21,treatment
21-19,T-19,21,treatment
21-56,T-56,21,treatment
21-57,A-57,21,assessment
21-18,A-18,21,assessment
21-91,T-91,21,treatment
21-78,T-78,21,treatment
21-49,A-49,21,assessment
21-86,T-86,21,treatment
21-39,T-39,21,treatment
21-04,T-04,21,treatment
21-48,T-48,21,treatment
21-97,T-97,21,treatment
21-45,A-45,21,assessment
21-19,A-19,21,assessment
21-10,T-10,21,treatment
21-42,A-42,21,assessment
21-45,T-45,21,treatment
21-100,T-100,21,treatment
21-50,T-50,21,treatment
21-51,T-51,21,treatment
21-47,T-47,21,treatment
21-16,T-16,21,treatment
21-93,T-93,21,treatment
21-28,A-28,21,assessment
21-55,T-55,21,treatment
21-71,T-71,21,treatment
21-32,T-32,21,treatment
21-02,A-02,21,assessment
21-14,A-14,21,assessment
21-51,T-51,21,treatment
21-56,A-56,21,assessment
21-70,A-70,21,assessment
21-27,A-27,21,assessment
21-41,T-41,21,treatment
22-92,T-92,22,treatment
22-25,A-25,22,assessment
22-59,T-59,22,treatment
22-66,T-66,22,treatment
22-17,T-17,22,treatment
22-10,T-10,22,treatment
22-33,T-33,22,treatment
22-84,T-84,22,treatment
22-05,A-05,22,assessment
22-43,A-43,22,assessment
22-23,T-23,22,treatment
22-15,A-15,22,assessment
22-14,T-14,22,treatment
22-69,T-69,22,treatment
22-31,T-31,22,treatment
22-71,A-71,22,assessment
22-16,T-16,22,treatment
22-89,A-89,22,assessment
22-50,A-50,22,assessment
22-38,T-38,22,treatment
22-02,A-02,22,assessment
22-99,A-99,22,assessment
22-43,T-43,22,treatment
22-92,A-92,22,assessment
22-99,A-99,22,assessment
22-100,A-100,22,assessment
22-22,A-22,22,assessment
22-09,T-09,22,treatment
22-90,T-90,22,treatment
22-27,A-27,22,assessment
22-45,T-45,22,treatment
22-67,T-67,22,treatment
22-13,T-13,22,treatment
22-75,T-75,22,treatment
22-44,T-44,22,treatment
22-39,A-39,22,assessment
22-03,T-03,22,treatment
22-33,T-33,22,treatment
22-12,A-12,22,assessment
22-75,A-75,22,assessment
22-99,T-99,22,treatment
22-17,A-17,22,assessment
22-14,T-14,22,treatment
22-37,A-37,22,assessment
22-37,T-37,22,treatment
22-01,A-01,22,assessment
22-43,T-43,22,treatment
22-29,T-29,22,treatment
22-14,A-14,22,assessment
22-42,A-42,22,assessment
22-49,T-49,22,treatment
22-21,A-21,22,assessment
22-09,T-09,22,treatment
22-77,A-77,22,assessment
22-97,T-97,22,treatment
22-67,T-67,22,treatment
22-85,A-85,22,assessment
22-21,A-21,22,assessment
22-42,T-42,22,treatment
23-12,A-12,23,assessment
23-32,T-32,23,treatment
23-98,A-98,23,assessment
23-32,A-32,23,assessment
23-27,A-27,23,assessment
23-47,A-47,23,assessment
23-40,A-40,23,assessment
23-20,T-20,23,treatment
23-04,A-04,23,assessment
23-60,T-60,23,treatment
23-67,A-67,23,assessment
23-07,A-07,23,assessment
23-42,A-42,23,assessment
23-48,T-48,23,treatment
23-54,T-54,23,treatment
23-83,T-83,23,treatment
23-81,A-81,23,assessment
23-61,A-61,23,assessment
23-79,T-79,23,treatment
23-80,A-80,23,assessment
23-30,T-30,23,treatment
23-91,A-91,23,assessment
23-25,T-25,23,treatment
23-74,T-74,23,treatment
23-39,T-39,23,treatment
23-53,A-53,23,assessment
23-07,A-07,23,assessment
23-48,A-48,23,assessment
23-44,A-44,23,assessment
23-76,T-76,23,treatment
23-80,T-80,23,treatment
23-91,T-91,23,treatment
23-62,T-62,23,treatment
23-48,A-48,23,assessment
23-74,T-74,23,treatment
23-91,A-91,23,assessment
23-76,A-76,23,assessment
23-81,T-81,23,treatment
23-47,A-47,23,assessment
23-01,A-01,23,assessment
23-63,T-63,23,treatment
23-64,A-64,23,assessment
23-98,T-98,23,treatment
23-71,A-71,23,assessment
23-23,T-23,23,treatment
23-37,T-37,23,treatment
23-98,T-98,23,treatment
23-13,T-13,23,treatment
23-80,T-80,23,treatment
23-66,A-66,23,assessment
23-63,A-63,23,assessment
23-14,T-14,23,treatment
23-47,T-47,23,treatment
23-76,A-76,23,assessment
23-51,A-51,23,assessment
24-58,A-58,24,assessment
24-94,T-94,24,treatment
24-21,A-21,24,assessment
24-77,A-77,24,assessment
24-24,A-24,24,assessment
24-67,T-67,24,treatment
24-33,T-33,24,treatment
24-13,T-13,24,treatment
24-100,A-100,24,assessment
24-56,T-56,24,treatment
24-69,T-69,24,treatment
24-40,A-40,24,assessment
24-71,A-71,24,assessment
24-93,A-93,24,assessment
24-05,A-05,24,assessment
24-39,T-39,24,treatment
24-48,T-48,24,treatment
24-77,T-77,24,treatment
24-51,T-51,24,treatment
24-99,A-99,24,assessment
24-71,A-71,24,assessment
24-34,T-34,24,treatment
24-95,T-95,24,treatment
24-32,A-32,24,assessment
24-11,A-11,24,assessment
24-11,T-11,24,treatment
24-30,A-30,24,assessment
24-90,A-90,24,assessment
24-34,A-34,24,assessment
24-12,A-12,24,assessment
24-45,T-45,24,treatment
24-07,T-07,24,treatment
24-55,T-55,24,treatment
24-30,T-30,24,treatment
24-95,T-95,24,treatment
24-51,T-51,24,treatment
24-84,A-84,24,assessment
24-51,A-51,24,assessment
24-67,T-67,24,treatment
24-56,A-56,24,assessment
24-13,T-13,24,treatment
24-63,T-63,24,treatment
24-62,T-62,24,treatment
24-04,T-04,24,treatment
24-16,T-16,24,treatment
24-57,T-57,24,treatment
24-49,A-49,24,assessment
24-51,T-51,24,treatment
24-18,A-18,24,assessment
24-82,A-82,24,assessment
24-86,A-86,24,assessment
24-14,A-14,24,assessment
24-86,A-86,24,assessment
24-52,T-52,24,treatment
24-78,A-78,24,assessment
24-27,T-27,24,treatment
24-17,A-17,24,assessment
24-14,T-14,24,treatment
24-47,T-47,24,treatment
24-53,A-53,24,assessment
24-55,T-55,24,treatment
24-90,A-90,24,assessment
24-73,T-73,24,treatment
24-75,A-75,24,assessment
24-20,T-20,24,treatment
24-42,T-42,24,treatment
24-61,T-61,24,treatment
25-64,T-64,25,treatment
25-86,T-86,25,treatment
25-63,A-63,25,assessment
25-76,A-76,25,assessment
25-54,A-54,25,assessment
25-45,A-45,25,assessment
25-23,A-23,25,assessment
25-46,A-46,25,assessment
25-39,T-39,25,treatment
25-17,T-17,25,treatment
25-81,A-81,25,assessment
25-85,A-85,25,assessment
25-11,T-11,25,treatment
25-41,A-41,25,assessment
25-59,T-59,25,treatment
25-26,T-26,25,treatment
25-05,T-05,25,treatment
25-100,T-100,25,treatment
25-43,T-43,25,treatment
25-85,T-85,25,treatment
25-18,T-18,25,treatment
25-55,T-55,25,treatment
25-31,T-31,25,treatment
25-51,T-51,25,treatment
25-37,A-37,25,assessment
25-51,A-51,25,assessment
25-81,A-81,25,assessment
25-89,A-89,25,assessment
25-44,T-44,25,treatment
25-61,A-61,25,assessment
25-75,A-75,25,assessment
25-23,A-23,25,assessment
25-61,T-61,25,treatment
25-82,T-82,25,treatment
25-01,T-01,25,treatment
25-100,A-100,25,assessment
25-78,T-78,25,treatment
25-78,T-78,25,treatment
25-74,A-74,25,assessment
25-80,T-80,25,treatment
25-84,A-84,25,assessment
25-94,A-94,25,assessment
25-61,A-61,25,assessment
25-69,T-69,25,treatment
25-06,T-06,25,treatment
25-10,A-10,25,assessment
25-99,A-99,25,assessment
25-100,A-100,25,assessment
25-64,T-64,25,treatment
25-57,T-57,25,treatment
25-85,T-85,25,treatment
25-74,A-74,25,assessment
25-74,A-74,25,assessment
25-52,T-52,25,treatment
25-28,A-28,25,assessment
25-95,A-95,25,assessment
25-02,A-02,25,assessment
26-72,T-72,26,treatment
26-08,A-08,26,assessment
26-36,A-36,26,assessment
26-76,A-76,26,assessment
26-17,A-17,26,assessment
26-93,T-93,26,treatment
26-39,T-39,26,treatment
26-61,T-61,26,treatment
26-13,T-13,26,treatment
26-50,A-50,26,assessment
26-76,T-76,26,treatment
26-85,T-85,26,treatment
26-22,A-22,26,assessment
26-26,A-26,26,assessment
26-60,T-60,26,treatment
26-61,T-61,26,treatment
26-59,A-59,26,assessment
26-60,A-60,26,assessment
26-07,T-07,26,treatment
26-29,T-29,26,treatment
26-20,A-20,26,assessment
26-39,T-39,26,treatment
26-53,A-53,26,assessment
26-93,T-93,26,treatment
26-73,A-73,26,assessment
26-98,A-98,26,assessment
26-40,A-40,26,assessment
26-86,A-86,26,assessment
26-33,T-33,26,treatment
26-47,A-47,26,assessment
26-69,T-69,26,treatment
26-48,A-48,26,assessment
26-99,T-99,26,treatment
26-21,T-21,26,treatment
26-49,T-49,26,treatment
26-68,T-68,26,treatment
26-98,A-98,26,assessment
26-22,A-22,26,assessment
26-02,A-02,26,assessment
26-71,A-71,26,assessment
26-63,A-63,26,assessment
26-03,A-03,26,assessment
26-33,A-33,26,assessment
26-04,A-04,26,assessment
26-14,A-14,26,assessment
26-88,A-88,26,assessment
26-40,T-40,26,treatment
26-76,A-76,26,assessment
26-12,A-12,26,assessment
26-13,T-13,26,treatment
26-35,T-35,26,treatment
26-38,T-38,26,treatment
26-99,T-99,26,treatment
26-83,T-83,26,treatment
26-51,T-51,26,treatment
26-90,T-90,26,treatment
26-72,T-72,26,treatment
26-24,T-24,26,treatment
26-29,A-29,26,assessment
27-68,A-68,27,assessment
27-03,A-03,27,assessment
27-11,A-11,27,assessment
27-13,T-13,27,treatment
27-78,A-78,27,assessment
27-57,A-57,27,assessment
27-25,T-25,27,treatment
27-73,T-73,27,treatment
27-73,T-73,27,treatment
27-89,T-89,27,treatment
27-09,T-09,27,treatment
27-99,A-99,27,assessment
27-70,T-70,27,treatment
27-01,T-01,27,treatment
27-09,A-09,27,assessment
27-70,T-70,27,treatment
27-74,A-74,27,assessment
27-94,T-94,27,treatment
27-48,T-48,27,treatment
27-07,T-07,27,treatment
27-71,A-71,27,assessment
27-59,A-59,27,assessment
27-56,T-56,27,treatment
27-54,A-54,27,assessment
27-35,T-35,27,treatment
27-80,T-80,27,treatment
27-18,T-18,27,treatment
27-45,T-45,27,treatment
27-79,A-79,27,assessment
27-96,T-96,27,treatment
27-38,T-38,27,treatment
27-27,A-27,27,assessment
27-15,A-15,27,assessment
27-15,T-15,27,treatment
27-13,T-13,27,treatment
27-18,T-18,27,treatment
27-98,A-98,27,assessment
27-60,A-60,27,assessment
27-34,A-34,27,assessment
27-49,T-49,27,treatment
27-62,A-62,27,assessment
27-97,T-97,27,treatment
27-38,A-38,27,assessment
27-41,T-41,27,treatment
27-35,T-35,27,treatment
27-17,A-17,27,assessment
27-78,A-78,27,assessment
27-26,A-26,27,assessment
27-31,T-31,27,treatment
27-84,A-84,27,assessment
28-24,A-24,28,assessment
28-08,A-08,28,assessment
28-91,T-91,28,treatment
28-92,A-92,28,assessment
28-50,T-50,28,treatment
28-60,T-60,28,treatment
28-65,T-65,28,treatment
28-10,A-10,28,assessment
28-51,A-51,28,assessment
28-39,T-39,28,treatment
28-64,A-64,28,assessment
28-14,T-14,28,treatment
28-23,A-23,28,assessment
28-28,A-28,28,assessment
28-93,A-93,28,assessment
28-22,T-22,28,treatment
28-33,T-33,28,treatment
28-59,T-59,28,treatment
28-72,T-72,28,treatment
28-30,T-30,28,treatment
28-64,A-64,28,assessment
28-16,A-16,28,assessment
28-25,A-25,28,assessment
28-88,T-88,28,treatment
28-20,T-20,28,treatment
28-28,A-28,28,assessment
28-26,A-26,28,assessment
28-94,T-94,28,treatment
28-99,A-99,28,assessment
28-86,T-86,28,treatment
28-76,A-76,28,assessment
28-81,T-81,28,treatment
28-18,T-18,28,treatment
28-46,A-46,28,assessment
28-06,A-06,28,assessment
28-16,T-16,28,treatment
28-09,T-09,28,treatment
28-70,A-70,28,assessment
28-44,T-44,28,treatment
28-12,A-12,28,assessment
28-01,T-01,28,treatment
28-62,A-62,28,assessment
28-63,T-63,28,treatment
28-95,A-95,28,assessment
28-84,A-84,28,assessment
28-59,A-59,28,assessment
28-76,A-76,28,assessment
28-03,T-03,28,treatment
28-42,T-42,28,treatment
28-86,T-86,28,treatment
28-75,T-75,28,treatment
28-66,T-66,28,treatment
29-24,T-24,29,treatment
29-99,T-99,29,treatment
29-06,T-06,29,treatment
29-46,A-46,29,assessment
29-26,A-26,29,assessment
29-83,T-83,29,treatment
29-56,T-56,29,treatment
29-59,A-59,29,assessment
29-04,A-04,29,assessment
29-23,T-23,29,treatment
29-61,A-61,29,assessment
29-10,T-10,29,treatment
29-55,A-55,29,assessment
29-59,T-59,29,treatment
29-53,A-53,29,assessment
29-12,T-12,29,treatment
29-07,A-07,29,assessment
29-84,T-84,29,treatment
29-24,T-24,29,treatment
29-60,A-60,29,assessment
29-79,A-79,29,assessment
29-83,T-83,29,treatment
29-08,A-08,29,assessment
29-43,T-43,29,treatment
29-28,A-28,29,assessment
29-52,A-52,29,assessment
29-34,T-34,29,treatment
29-79,T-79,29,treatment
29-08,A-08,29,assessment
29-22,A-22,29,assessment
29-84,T-84,29,treatment
29-70,T-70,29,treatment
29-89,T-89,29,treatment
29-11,T-11,29,treatment
29-50,T-50,29,treatment
29-58,A-58,29,assessment
29-02,A-02,29,assessment
29-79,A-79,29,assessment
29-78,T-78,29,treatment
29-65,T-65,29,treatment
29-12,T-12,29,treatment
29-61,A-61,29,assessment
29-83,T-83,29,treatment
29-36,A-36,29,assessment
29-91,A-91,29,assessment
29-22,A-22,29,assessment
29-35,T-35,29,treatment
29-30,T-30,29,treatment
29-100,A-100,29,assessment
29-11,A-11,29,assessment
30-07,A-07,30,assessment
30-03,A-03,30,assessment
30-14,T-14,30,treatment
30-08,T-08,30,treatment
30-96,T-96,30,treatment
30-19,A-19,30,assessment
30-55,T-55,30,treatment
30-11,A-11,30,assessment
30-53,T-53,30,treatment
30-13,T-13,30,treatment
30-08,T-08,30,treatment
30-81,A-81,30,assessment
30-70,T-70,30,treatment
30-40,T-40,30,treatment
30-30,A-30,30,assessment
30-87,A-87,30,assessment
30-35,A-35,30,assessment
30-97,T-97,30,treatment
30-43,A-43,30,assessment
30-24,T-24,30,treatment
30-06,T-06,30,treatment
30-33,T-33,30,treatment
30-01,T-01,30,treatment
30-21,A-21,30,assessment
30-09,T-09,30,treatment
30-45,A-45,30,assessment
30-46,T-46,30,treatment
30-75,T-75,30,treatment
30-12,T-12,30,treatment
30-05,T-05,30,treatment
30-24,T-24,30,treatment
30-01,T-01,30,treatment
30-09,A-09,30,assessment
30-39,T-39,30,treatment
30-75,A-75,30,assessment
30-59,A-59,30,assessment
30-70,A-70,30,assessment
30-08,A-08,30,assessment
30-01,T-01,30,treatment
30-31,T-31,30,treatment
30-79,T-79,30,treatment
30-52,T-52,30,treatment
30-22,T-22,30,treatment
30-94,T-94,30,treatment
30-54,T-54,30,treatment
30-36,T-36,30,treatment
30-56,A-56,30,assessment
30-48,T-48,30,treatment
31-02,A-02,31,assessment
31-06,T-06,31,treatment
31-06,A-06,31,assessment
31-44,T-44,31,treatment
31-38,A-38,31,assessment
31-73,T-73,31,treatment
31-07,A-07,31,assessment
31-20,A-20,31,assessment
31-23,T-23,31,treatment
31-54,A-54,31,assessment
31-66,T-66,31,treatment
31-67,T-67,31,treatment
31-52,A-52,31,assessment
31-23,A-23,31,assessment
31-38,A-38,31,assessment
31-09,T-09,31,treatment
31-86,A-86,31,assessment
31-01,T-01,31,treatment
31-32,T-32,31,treatment
31-09,A-09,31,assessment
31-33,T-33,31,treatment
31-73,A-73,31,assessment
31-92,T-92,31,treatment
31-44,A-44,31,assessment
31-46,T-46,31,treatment
31-61,A-61,31,assessment
31-60,T-60,31,treatment
31-06,A-06,31,assessment
31-53,T-53,31,treatment
31-91,T-91,31,treatment
31-70,T-70,31,treatment
31-37,T-37,31,treatment
31-93,T-93,31,treatment
31-33,A-33,31,assessment
31-88,A-88,31,assessment
31-33,T-33,31,treatment
31-23,T-23,31,treatment
31-14,A-14,31,assessment
31-08,T-08,31,treatment
31-64,T-64,31,treatment
31-90,A-90,31,assessment
31-58,A-58,31,assessment
31-07,A-07,31,assessment
31-59,T-59,31,treatment
31-29,T-29,31,treatment
31-18,T-18,31,treatment
31-25,T-25,31,treatment
31-59,T-59,31,treatment
31-19,A-19,31,assessment
31-90,T-90,31,treatment
31-34,A-34,31,assessment
31-83,T-83,31,treatment
31-02,A-02,31,assessment
31-90,T-90,31,treatment
31-79,T-79,31,treatment
31-57,T-57,31,treatment
31-95,A-95,31,assessment
31-52,A-52,31,assessment
31-17,A-17,31,assessment
32-24,A-24,32,assessment
32-55,A-55,32,assessment
32-23,A-23,32,assessment
32-12,A-12,32,assessment
32-20,A-20,32,assessment
32-92,T-92,32,treatment
32-90,T-90,32,treatment
32-13,T-13,32,treatment
32-93,T-93,32,treatment
32-14,A-14,32,assessment
32-19,T-19,32,treatment
32-30,T-30,32,treatment
32-04,T-04,32,treatment
32-19,A-19,32,assessment
32-66,T-66,32,treatment
32-14,A-14,32,assessment
32-84,T-84,32,treatment
32-25,T-25,32,treatment
32-62,A-62,32,assessment
32-47,T-47,32,treatment
32-35,T-35,32,treatment
32-53,A-53,32,assessment
32-72,T-72,32,treatment
32-09,A-09,32,assessment
32-52,A-52,32,assessment
32-88,T-88,32,treatment
32-95,T-95,32,treatment
32-31,A-31,32,assessment
32-62,A-62,32,assessment
32-69,T-69,32,treatment
32-19,A-19,32,assessment
32-63,T-63,32,treatment
32-30,T-30,32,treatment
32-34,A-34,32,assessment
32-93,T-93,32,treatment
32-76,A-76,32,assessment
32-44,T-44,32,treatment
32-77,T-77,32,treatment
32-83,T-83,32,treatment
32-63,A-63,32,assessment
32-18,A-18,32,assessment
32-35,A-35,32,assessment
32-51,A-51,32,assessment
33-33,A-33,33,assessment
33-100,T-100,33,treatment
33-72,T-72,33,treatment
33-33,T-33,33,treatment
33-51,A-51,33,assessment
33-16,A-16,33,assessment
33-87,T-87,33,treatment
33-89,A-89,33,assessment
33-65,T-65,33,treatment
33-47,A-47,33,assessment
33-80,T-80,33,treatment
33-86,T-86,33,treatment
33-76,A-76,33,assessment
33-67,A-67,33,assessment
33-68,T-68,33,treatment
33-54,A-54,33,assessment
33-92,T-92,33,treatment
33-42,A-42,33,assessment
33-50,T-50,33,treatment
33-01,T-01,33,treatment
33-97,T-97,33,treatment
33-12,A-12,33,assessment
33-80,A-80,33,assessment
33-72,A-72,33,assessment
33-100,A-100,33,assessment
33-69,A-69,33,assessment
33-43,T-43,33,treatment
33-03,T-03,33,treatment
33-96,T-96,33,treatment
33-52,T-52,33,treatment
33-03,A-03,33,assessment
33-17,A-17,33,assessment
33-10,A-10,33,assessment
33-17,A-17,33,assessment
33-43,T-43,33,treatment
33-48,T-48,33,treatment
33-96,A-96,33,assessment
33-75,A-75,33,assessment
33-77,T-77,33,treatment
33-82,T-82,33,treatment
33-64,A-64,33,assessment
33-02,T-02,33,treatment
33-80,T-80,33,treatment
33-53,T-53,33,treatment
33-57,A-57,33,assessment
33-72,T-72,33,treatment
33-35,T-35,33,treatment
33-63,A-63,33,assessment
33-81,A-81,33,assessment
33-100,A-100,33,assessment
33-97,A-97,33,assessment
33-88,T-88,33,treatment
33-11,T-11,33,treatment
33-85,A-85,33,assessment
34-01,T-01,34,treatment
34-68,A-68,34,assessment
34-65,A-65,34,assessment
34-80,T-80,34,treatment
34-96,T-96,34,treatment
34-77,A-77,34,assessment
34-09,A-09,34,assessment
34-07,T-07,34,treatment
34-73,T-73,34,treatment
34-91,A-91,34,assessment
34-24,T-24,34,treatment
34-93,A-93,34,assessment
34-63,T-63,34,treatment
34-08,T-08,34,treatment
34-33,A-33,34,assessment
34-62,A-62,34,assessment
34-66,T-66,34,treatment
34-87,A-87,34,assessment
34-79,T-79,34,treatment
34-81,A-81,34,assessment
34-37,A-37,34,assessment
34-78,A-78,34,assessment
34-17,A-17,34,assessment
34-48,T-48,34,treatment
34-73,A-73,34,assessment
34-71,A-71,34,assessment
34-48,A-48,34,assessment
34-94,A-94,34,assessment
34-35,A-35,34,assessment
34-44,A-44,34,assessment
34-50,T-50,34,treatment
34-25,A-25,34,assessment
34-86,A-86,34,assessment
34-14,T-14,34,treatment
34-95,T-95,34,treatment
34-39,A-39,34,assessment
34-26,A-26,34,assessment
34-18,T-18,34,treatment
34-20,T-20,34,treatment
34-06,T-06,34,treatment
34-02,A-02,34,assessment
34-35,A-35,34,assessment
34-66,T-66,34,treatment
34-59,A-59,34,assessment
34-99,A-99,34,assessment
34-83,T-83,34,treatment
34-79,T-79,34,treatment
34-49,A-49,34,assessment
34-48,A-48,34,assessment
35-86,T-86,35,treatment
35-28,A-28,35,assessment
35-32,A-32,35,assessment
35-04,A-04,35,assessment
35-68,A-68,35,assessment
35-02,A-02,35,assessment
35-57,A-57,35,assessment
35-65,A-65,35,assessment
35-26,T-26,35,treatment
35-95,A-95,35,assessment
35-38,T-38,35,treatment
35-12,T-12,35,treatment
35-51,A-51,35,assessment
35-16,T-16,35,treatment
35-89,T-89,35,treatment
35-05,T-05,35,treatment
35-36,A-36,35,assessment
35-26,A-26,35,assessment
35-39,A-39,35,assessment
35-53,A-53,35,assessment
35-03,A-03,35,assessment
35-85,A-85,35,assessment
35-11,A-11,35,assessment
35-37,A-37,35,assessment
35-04,A-04,35,assessment
35-52,T-52,35,treatment
35-65,T-65,35,treatment
35-23,A-23,35,assessment
35-89,A-89,35,assessment
35-58,T-58,35,treatment
35-49,A-49,35,assessment
35-07,T-07,35,treatment
35-08,T-08,35,treatment
35-19,T-19,35,treatment
35-07,T-07,35,treatment
35-22,A-22,35,assessment
35-67,A-67,35,assessment
35-02,T-02,35,treatment
35-66,A-66,35,assessment
35-07,T-07,35,treatment
35-88,A-88,35,assessment
35-16,T-16,35,treatment
35-87,T-87,35,treatment
35-29,T-29,35,treatment
35-09,A-09,35,assessment
35-25,T-25,35,treatment
35-62,T-62,35,treatment
35-86,T-86,35,treatment
35-02,T-02,35,treatment
35-35,A-35,35,assessment
35-58,A-58,35,assessment
35-04,T-04,35,treatment
35-60,A-60,35,assessment
35-01,T-01,35,treatment
35-94,A-94,35,assessment
35-99,A-99,35,assessment
35-82,T-82,35,treatment
35-44,A-44,35,assessment
35-22,A-22,35,assessment
35-28,A-28,35,assessment
35-42,T-42,35,treatment
35-85,A-85,35,assessment
36-89,A-89,36,assessment
36-05,A-05,36,assessment
