"PROVIDER_ID","HOSPITAL_NAME","ADDRESS","CITY","STATE","ZIP_CODE","COUNTY","PHONE_NUMBER"
"111333",JEFF DAVIS HOSPITAL,"163 SOUTH TALLAHASSEE STREET, P O BOX 1690",HAZLEHURST,GA,"31539",JEFF DAVIS,"9123757781"
"70027",MANCHESTER MEMORIAL HOSPITAL,"71 HAYNES ST",MANCHESTER,CT,"6040",HARTFORD,"8606474780"
"110209",TURNING POINT HOSPITAL,"3015 VETERANS PARKWAY",MOULTRIE,GA,"31788",COLQUITT,"2299854815"
"120019",KONA COMMUNITY HOSPITAL,"79-1019 HAUKAPILA STREET",KEALAKEKUA,HI,"96750",HAWAII,"8083229311"
"110109",EMANUEL MEDICAL CENTER,"117 KITE ROAD",SWAINSBORO,GA,"30401",EMANUEL,"4782891304"
"100217",SEBASTIAN RIVER MEDICAL CENTER,"13695 US HWY 1",SEBASTIAN,FL,"32978",INDIAN RIVER,"7725893187"
"110215",PIEDMONT FAYETTE HOSPITAL,"1255 HIGHWAY 54 WEST",FAYETTEVILLE,GA,"30214",FAYETTE,"7707197071"
"140161",SAINT JAMES HOSPITAL,"2500 WEST REYNOLDS STREET",PONTIAC,IL,"61764",LIVINGSTON,"8158422828"
"140120",PEKIN MEMORIAL HOSPITAL,"600 SOUTH 13TH STREET",PEKIN,IL,"61554",TAZEWELL,"3093471151"
"140058",PASSAVANT AREA HOSPITAL,"1600 W WALNUT ST",JACKSONVILLE,IL,"62650",MORGAN,"2172459551"
"140012",KATHERINE SHAW BETHEA HOSPITAL,"403 E 1ST ST",DIXON,IL,"61021",LEE,"8152885531"
"140167",IROQUOIS MEMORIAL HOSPITAL,"200 FAIRMAN STREET",WATSEKA,IL,"60970",IROQUOIS,"8154325201"
"140176",CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,"3701 DOTY ROAD",WOODSTOCK,IL,"60098",MCHENRY,"8157885823"
"131311",ST LUKE'S ELMORE MEDICAL CENTER,"895 NORTH 6TH EAST",MOUNTAIN HOME,ID,"83647",ELMORE,"2085878401"
"140145",ST JOSEPHS HOSPITAL,"9515 HOLY CROSS LN",BREESE,IL,"62230",CLINTON,"6185264511"
"130067",IDAHO DOCTORS HOSPITAL,"350 N MERIDIAN STREET",BLACKFOOT,ID,"83221",BINGHAM,"2087822900"
"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000"
"140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",COOK,"7739672000"
"10065",RUSSELL HOSPITAL,"3316 HIGHWAY 280",ALEXANDER CITY,AL,"35010",TALLAPOOSA,"2563297100"
"10086",NORTHWEST MEDICAL CENTER,"1530 U S HIGHWAY 43",WINFIELD,AL,"35594",MARION,"2054877736"
"10035",CULLMAN REGIONAL MEDICAL CENTER,"1912 ALABAMA HIGHWAY 157",CULLMAN,AL,"35058",CULLMAN,"2567372000"
"10039",HUNTSVILLE HOSPITAL,"101 SIVLEY RD",HUNTSVILLE,AL,"35801",MADISON,"2562651000"
"10045",FAYETTE MEDICAL CENTER,"1653 TEMPLE AVENUE NORTH",FAYETTE,AL,"35555",FAYETTE,"2059325966"
"10055",FLOWERS HOSPITAL,"4370 WEST MAIN STREET",DOTHAN,AL,"36305",HOUSTON,"3347935000"
"10097",ELMORE COMMUNITY HOSPITAL,"500 HOSPITAL DRIVE",WETUMPKA,AL,"36092",ELMORE,"3345674311"
"10164",COOSA VALLEY MEDICAL CENTER,"315 W HICKORY ST",SYLACAUGA,AL,"35150",TALLADEGA,"2562495000"
"10113",MOBILE INFIRMARY MEDICAL CENTER,"5 MOBILE INFIRMARY CIRCLE",MOBILE,AL,"36652",MOBILE,"2514354700"
"10128",JACKSON MEDICAL CENTER,"220 HOSPITAL DRIVE",JACKSON,AL,"36545",CLARKE,"2512469021"
"10130",ST VINCENT'S ST CLAIR,"7063 VETERANS PARKWAY",PELL CITY,AL,"35125",SAINT CLAIR,"2053383301"
"10148",EVERGREEN MEDICAL CENTER,"101 CRESTVIEW AVENUE",EVERGREEN,AL,"36401",CONECUH,"2515782480"
"11302",RED BAY HOSPITAL,"211 HOSPITAL ROAD",RED BAY,AL,"35582",FRANKLIN,"2563569532"
"30085",NORTHWEST MEDICAL CENTER,"6200 NORTH LA CHOLLA BOULEVARD",TUCSON,AZ,"85741",PIMA,"5204698100"
"30083",ABRAZO SCOTTSDALE CAMPUS,"3929 EAST BELL ROAD",PHOENIX,AZ,"85032",MARICOPA,"6029235000"
"30013",YUMA REGIONAL MEDICAL CENTER,"2400 SOUTH AVENUE A",YUMA,AZ,"85364",YUMA,"9283367600"
"30022",MARICOPA MEDICAL CENTER,"2601 EAST ROOSEVELT STREET",PHOENIX,AZ,"85008",MARICOPA,"6023445011"
"30037",ST LUKE'S MEDICAL CENTER,"1800 EAST VAN BUREN STREET",PHOENIX,AZ,"85006",MARICOPA,"6022518156"
"30088",BANNER BAYWOOD MEDICAL CENTER,"6644 EAST BAYWOOD AVENUE",MESA,AZ,"85206",MARICOPA,"4806845898"
"31308",HUHU KAM MEMORIAL HOSPITAL,"483 WEST SEED FARM ROAD",SACATON,AZ,"85147",PINAL,"5205623321"
"31314",COBRE VALLEY REGIONAL MEDICAL CENTER,"5880 SOUTH HOSPITAL DRIVE",GLOBE,AZ,"85501",GILA,"9284253261"
"40004",WASHINGTON REGIONAL MEDICAL CENTER,"3215 N NORTH HILLS BOULEVARD",FAYETTEVILLE,AR,"72703",WASHINGTON,"4794635113"
"31317",LA PAZ REGIONAL HOSPITAL,"1200 WEST MOHAVE ROAD",PARKER,AZ,"85344",LA PAZ,"9286699201"
"33302",PHOENIX CHILDREN'S HOSPITAL,"1919 EAST THOMAS ROAD",PHOENIX,AZ,"85016",MARICOPA,"6029331000"
"31300",WICKENBURG COMMUNITY HOSPITAL,"520 ROSE LANE",WICKENBURG,AZ,"85390",MARICOPA,"9286845421"
"31305",HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,"86042",NAVAJO,"9287376000"
"40036",BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,"3333 SPRINGHILL DRIVE",NORTH LITTLE ROCK,AR,"72117",PULASKI,"5012023000"
"40016",UAMS MEDICAL CENTER,"4301 WEST MARKHAM STREET MAIL SLOT 612",LITTLE ROCK,AR,"72205",PULASKI,"5016865000"
"150065",SCHNECK MEDICAL CENTER,"411 W TIPTON ST",SEYMOUR,IN,"47274",JACKSON,"8125222349"
"40132",LEVI HOSPITAL,"300 PROSPECT AVE",HOT SPRINGS,AR,"71901",GARLAND,"5016241281"
"150004",FRANCISCAN HEALTH HAMMOND,"5454 HOHMAN AVE",HAMMOND,IN,"46320",LAKE,"2199322300"
"40069",GREAT RIVER MEDICAL CENTER,"1520 N DIVISION STREET",BLYTHEVILLE,AR,"72315",MISSISSIPPI,"8708387300"
"150026",GOSHEN HOSPITAL,"200 HIGH PARK AVE",GOSHEN,IN,"46526",ELKHART,"5743641000"
"41311",HOWARD MEMORIAL HOSPITAL,"130 MEDICAL CIRCLE",NASHVILLE,AR,"71852",HOWARD,"8708454400"
"41316",SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER,"611 WEST LEE AVENUE",OSCEOLA,AR,"72370",MISSISSIPPI,"8705637000"
"41304","EUREKA SPRINGS HOSPITAL, LLC","24 NORRIS STREET",EUREKA SPRINGS,AR,"72632",CARROLL,"4792537400"
"41328",CHICOT MEMORIAL MEDICAL CENTER,"2729 SOUTH HIGHWAY 65 & 82",LAKE VILLAGE,AR,"71653",CHICOT,"8702655351"
"50007",MILLS-PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE",BURLINGAME,CA,"94010",SAN MATEO,"6506965270"
"50006",ST JOSEPH HOSPITAL,"2700 DOLBEER ST",EUREKA,CA,"95501",HUMBOLDT,"7074458121"
"41321",BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,"3050 TWIN RIVERS DRIVE",ARKADELPHIA,AR,"71923",CLARK,"8702452622"
"220024",HOLYOKE MEDICAL CENTER,"575 BEECH STREET",HOLYOKE,MA,"1040",HAMPDEN,"4135342500"
"50070",KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,"1200 EL CAMINO REAL",SOUTH SAN FRANCISCO,CA,"94080",SAN MATEO,"6507423200"
"50028",MAD RIVER COMMUNITY HOSPITAL,"3800 JANES RD",ARCATA,CA,"95521",HUMBOLDT,"7078223621"
"50055",CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,"3555 CESAR CHAVEZ STREET",SAN FRANCISCO,CA,"94110",SAN FRANCISCO,"4156416562"
"50115",PALOMAR HEALTH DOWNTOWN CAMPUS,"555 E VALLEY PARKWAY",ESCONDIDO,CA,"92025",SAN DIEGO,"7607393000"
"60118",ST ANTHONY SUMMIT MEDICAL CENTER,"340 PEAK ONE DRIVE",FRISCO,CO,"80443",SUMMIT,"9706683300"
"60119",MEDICAL CENTER OF THE ROCKIES,"2500 ROCKY MOUNTAIN AVENUE",LOVELAND,CO,"80538",LARIMER,"9706242500"
"70002",ST FRANCIS HOSPITAL & MEDICAL CENTER,"114 WOODLAND STREET",HARTFORD,CT,"6105",HARTFORD,"8607144000"
"70005",WATERBURY HOSPITAL,"64 ROBBINS ST",WATERBURY,CT,"6721",NEW HAVEN,"2035736000"
"70006",STAMFORD HOSPITAL,"30 SHELBURNE ROAD",STAMFORD,CT,"6904",FAIRFIELD,"2032761000"
"50668",LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,"375 LAGUNA HONDA BLVD",SAN FRANCISCO,CA,"94116",SAN FRANCISCO,"4157592300"
"50305",ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,"2450 ASHBY AVE",BERKELEY,CA,"94705",ALAMEDA,"5102044444"
"50407",CHINESE HOSPITAL,"845 JACKSON ST",SAN FRANCISCO,CA,"94133",SAN FRANCISCO,"4159822400"
"50390",HEMET VALLEY MEDICAL CENTER,"1117 EAST DEVONSHIRE",HEMET,CA,"92543",RIVERSIDE,"9516522811"
"50145",COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,"23625 W R HOLMAN HIGHWAY",MONTEREY,CA,"93940",MONTEREY,"8316245311"
"50283",VALLEYCARE MEDICAL CENTER,"5555 WEST LAS POSITAS BOULEVARD",PLEASANTON,CA,"94588",ALAMEDA,"9254477000"
"50608",DELANO REGIONAL MEDICAL CENTER,"1401 GARCES HIGHWAY",DELANO,CA,"93215",KERN,"6617254800"
"110025",SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE",BRUNSWICK,GA,"31520",GLYNN,"9124667000"
"50426",WEST ANAHEIM MEDICAL CENTER,"3033 W ORANGE AVENUE",ANAHEIM,CA,"92804",ORANGE,"7148273000"
"50191",ST MARY MEDICAL CENTER,"1050 LINDEN AVE",LONG BEACH,CA,"90813",LOS ANGELES,"5624919000"
"50352",BARTON MEMORIAL HOSPITAL,"2170 SOUTH AVENUE",SOUTH LAKE TAHOE,CA,"96150",EL DORADO,"5305413420"
"120022",STRAUB CLINIC AND HOSPITAL,"888 SO KING STREET",HONOLULU,HI,"96813",HONOLULU,"8085224000"
"50150",SIERRA NEVADA MEMORIAL HOSPITAL,"155 GLASSON WAY",GRASS VALLEY,CA,"95945",NEVADA,"5302746000"
"50357",GOLETA VALLEY COTTAGE HOSPITAL,"351 S PATTERSON AVE",SANTA BARBARA,CA,"93111",SANTA BARBARA,"8056816446"
"50528",MEMORIAL HOSPITAL LOS BANOS,"520 WEST I ST",LOS BANOS,CA,"93635",MERCED,"2098260591"
"110121",GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE",CAIRO,GA,"39828",GRADY,"2293770251"
"50320",HIGHLAND HOSPITAL,"1411 E 31ST STREET",OAKLAND,CA,"94602",ALAMEDA,"5104374800"
"50444",MERCY MEDICAL CENTER,"333 MERCY AVENUE",MERCED,CA,"95340",MERCED,"2095645000"
"50158",ENCINO HOSPITAL MEDICAL CENTER,"16237 VENTURA BLVD",ENCINO,CA,"91436",LOS ANGELES,"8189955000"
"50167",SAN JOAQUIN GENERAL HOSPITAL,"500 W HOSPITAL ROAD",FRENCH CAMP,CA,"95231",SAN JOAQUIN,"2094686000"
"50327",LOMA LINDA UNIVERSITY MEDICAL CENTER,"11234 ANDERSON ST",LOMA LINDA,CA,"92354",SAN BERNARDINO,"9095584000"
"50296",HAZEL HAWKINS MEMORIAL HOSPITAL,"911 SUNSET DRIVE",HOLLISTER,CA,"95023",SAN BENITO,"8316375711"
"100314",WEST KENDALL BAPTIST HOSPITAL,"9555 SW 162 AVE",MIAMI,FL,"33196",MIAMI-DADE,"7864672011"
"100316",PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,"32907",BREVARD,"3214348000"
"50455",SAN JOAQUIN COMMUNITY HOSPITAL,"2615 CHESTER AVENUE",BAKERSFIELD,CA,"93301",KERN,"6613953000"
"50697",PATIENTS' HOSPITAL OF REDDING,"2900 EUREKA WAY",REDDING,CA,"96001",SHASTA,"5302258700"
"10021",DALE MEDICAL CENTER,"126 HOSPITAL AVE",OZARK,AL,"36360",DALE,"3347742601"
"10006",ELIZA COFFEE MEMORIAL HOSPITAL,"205 MARENGO STREET",FLORENCE,AL,"35631",LAUDERDALE,"2567688400"
"10011",ST VINCENT'S EAST,"50 MEDICAL PARK EAST DRIVE",BIRMINGHAM,AL,"35235",JEFFERSON,"2058383122"
"10016",SHELBY BAPTIST MEDICAL CENTER,"1000 FIRST STREET NORTH",ALABASTER,AL,"35007",SHELBY,"2056208100"
"10101",CITIZENS BAPTIST MEDICAL CENTER,"604 STONE AVENUE",TALLADEGA,AL,"35161",TALLADEGA,"2567614542"
"10034",COMMUNITY HOSPITAL INC,"805 FRIENDSHIP ROAD",TALLASSEE,AL,"36078",ELMORE,"3342836541"
"10044",MARION REGIONAL MEDICAL CENTER,"1256 MILITARY STREET SOUTH",HAMILTON,AL,"35570",MARION,"2059216200"
"10095",HALE COUNTY HOSPITAL,"508 GREEN STREET",GREENSBORO,AL,"36744",HALE,"3346243024"
"10112",BRYAN W. WHITFIELD MEMORIAL HOSPITAL,"105 HIGHWAY 80 EAST",DEMOPOLIS,AL,"36732",MARENGO,"3342894000"
"10078",NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,"400 EAST 10TH STREET",ANNISTON,AL,"36207",CALHOUN,"2562355121"
"10079",ATHENS LIMESTONE HOSPITAL,"700 WEST MARKET STREET",ATHENS,AL,"35611",LIMESTONE,"2562339292"
"10150",L V STABLER MEMORIAL HOSPITAL,"29 L V STABLER DRIVE",GREENVILLE,AL,"36037",BUTLER,"3343822200"
"30043",CANYON VISTA MEDICAL CENTER,"5700 EAST HIGHWAY 90",SIERRA VISTA,AZ,"85635",COCHISE,"5204173001"
"13301",UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,"1700 CENTER STREET",MOBILE,AL,"36604",MOBILE,"2514151000"
"20001",PROVIDENCE ALASKA MEDICAL CENTER,"3200 PROVIDENCE DRIVE",ANCHORAGE,AK,"99508",ANCHORAGE,"9075622211"
"21312",SAMUEL SIMMONDS MEMORIAL HOSPITAL,"7000 UULA ST",BARROW,AK,"99723",,"9078524611"
"30064",BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,"1501 NORTH CAMPBELL AVENUE",TUCSON,AZ,"85724",PIMA,"5208744189"
"30065",BANNER DESERT MEDICAL CENTER,"1400 SOUTH  DOBSON ROAD",MESA,AZ,"85202",MARICOPA,"4804123000"
"30010",ST. MARY'S HOSPITAL,"1601 WEST ST MARY'S ROAD",TUCSON,AZ,"85745",PIMA,"5208723000"
"30023",FLAGSTAFF MEDICAL CENTER,"1200 NORTH BEAVER STREET",FLAGSTAFF,AZ,"86001",COCONINO,"9287732378"
"30121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD",MESA,AZ,"85209",MARICOPA,"4803586100"
"30078",PHOENIX INDIAN MEDICAL CENTER,"4212 NORTH 16TH STREET",PHOENIX,AZ,"85016",MARICOPA,"6022631200"
"20024",CENTRAL PENINSULA GENERAL HOSPITAL,"250 HOSPITAL PLACE",SOLDOTNA,AK,"99669",,"9072624404"
"21302",PROVIDENCE SEWARD HOSPITAL,"417 FIRST AVENUE, PO BOX 365",SEWARD,AK,"99664",,"9072245205"
"31311",LITTLE COLORADO MEDICAL CENTER,"1501 NORTH WILLIAMSON AVENUE",WINSLOW,AZ,"86047",NAVAJO,"9282894691"
"30105",BANNER HEART HOSPITAL,"6750 EAST BAYWOOD AVENUE",MESA,AZ,"85206",MARICOPA,"4808545050"
"30112",ARIZONA ORTHOPEDIC AND SURGICAL SPECIALITY HOSP,"2905 WEST WARNER ROAD",CHANDLER,AZ,"85224",MARICOPA,"4806039000"
"40011",CHAMBERS MEMORIAL HOSPITAL,"719 DETROIT STREET",DANVILLE,AR,"72833",YELL,"4794952241"
"40022",NORTHWEST MEDICAL CENTER-SPRINGDALE,"609 WEST MAPLE AVENUE",SPRINGDALE,AR,"72764",WASHINGTON,"4797515711"
"30136",DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,"7171 SOUTH 51ST AVENUE",LAVEEN,AZ,"85339",MARICOPA,"6235845100"
"40027",BAXTER REGIONAL MEDICAL CENTER,"624 HOSPITAL DRIVE",MOUNTAIN HOME,AR,"72653",BAXTER,"8705081000"
"40029",CONWAY REGIONAL MEDICAL CENTER,"2302 COLLEGE AVENUE",CONWAY,AR,"72034",FAULKNER,"5013293831"
"40007",CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,"72205",PULASKI,"5015523000"
"40084",SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,"72015",SALINE,"5017766000"
"40074",NORTH METRO MEDICAL CENTER,"1400 BRADEN STREET",JACKSONVILLE,AR,"72076",PULASKI,"5019857000"
"50002",ST ROSE HOSPITAL,"27200 CALAROGA AVE",HAYWARD,CA,"94545",ALAMEDA,"5107826200"
"41313",OZARK HEALTH,"2500 HIGHWAY 65 SOUTH",CLINTON,AR,"72031",VAN BUREN,"5017457000"
"40134","ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD",LITTLE ROCK,AR,"72211",PULASKI,"5012197000"
"150082",DEACONESS HOSPITAL INC,"600 MARY ST",EVANSVILLE,IN,"47747",VANDERBURGH,"8124505000"
"40072",BAPTIST HEALTH MEDICAL CENTER-STUTTGART,"1703 NORTH BUERKLE ST",STUTTGART,AR,"72160",ARKANSAS,"8706733511"
"41317",DALLAS COUNTY MEDICAL CENTER,"201 CLIFTON STREET",FORDYCE,AR,"71742",DALLAS,"8703526300"
"41320",LITTLE RIVER MEMORIAL HOSPITAL,"451 WEST LOCKE STREET",ASHDOWN,AR,"71822",LITTLE RIVER,"8708985011"
"41327",BRADLEY COUNTY MEDICAL CENTER,"404 SOUTH BRADLEY STREET",WARREN,AR,"71671",BRADLEY,"8702263731"
"50030",OROVILLE HOSPITAL,"2767 OLIVE HIGHWAY",OROVILLE,CA,"95966",BUTTE,"5305338500"
"50039",ENLOE MEDICAL CENTER,"1531 ESPLANADE",CHICO,CA,"95926",BUTTE,"5303327300"
"50040",LAC/OLIVE VIEW-UCLA MEDICAL CENTER,"14445 OLIVE VIEW DRIVE",SYLMAR,CA,"91342",LOS ANGELES,"8183641555"
"50078",PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,"1300 W 7TH ST",SAN PEDRO,CA,"90732",LOS ANGELES,"3108323311"
"50129",ST BERNARDINE MEDICAL CENTER,"2101 N WATERMAN AVE",SAN BERNARDINO,CA,"92404",SAN BERNARDINO,"9098838711"
"51308",SURPRISE VALLEY COMMUNITY HOSPITAL,"741 NORTH MAIN STREET",CEDARVILLE,CA,"96104",MODOC,"5302796111"
"50735",WHITTIER HOSPITAL MEDICAL CENTER,"9080 COLIMA RD",WHITTIER,CA,"90605",LOS ANGELES,"5629453561"
"111313",PUTNAM GENERAL HOSPITAL,"101 LAKE OCONEE PARKWAY",EATONTON,GA,"31024",PUTNAM,"7064852711"
"50616",ST JOHNS PLEASANT VALLEY HOSPITAL,"2309 ANTONIO AVE",CAMARILLO,CA,"93010",VENTURA,"8053895800"
"50243",DESERT REGIONAL MEDICAL CENTER,"1150 NORTH INDIAN CANYON DRIVE",PALM SPRINGS,CA,"92262",RIVERSIDE,"7603236511"
"50586",CHINO VALLEY MEDICAL CENTER,"5451 WALNUT AVE",CHINO,CA,"91710",SAN BERNARDINO,"9096276111"
"50588",SAN DIMAS COMMUNITY HOSPITAL,"1350 W COVINA BLVD",SAN DIMAS,CA,"91773",LOS ANGELES,"9095996811"
"50180",JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,"1601 YGNACIO VALLEY RD",WALNUT CREEK,CA,"94598",CONTRA COSTA,"9259393000"
"50471",GOOD SAMARITAN HOSPITAL,"1225 WILSHIRE BOULEVARD",LOS ANGELES,CA,"90017",LOS ANGELES,"2139772121"
"50481",WEST HILLS HOSPITAL & MEDICAL CENTER,"7300 MEDICAL CENTER DR",WEST HILLS,CA,"91307",LOS ANGELES,"8186764100"
"50515",KAISER FOUNDATION HOSPITAL - SAN DIEGO,"4647 ZION AVE",SAN DIEGO,CA,"92120",SAN DIEGO,"6195285000"
"50551",LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE",LOS ALAMITOS,CA,"90720",ORANGE,"5627993220"
"110023",GORDON HOSPITAL,"1035 RED BUD ROAD",CALHOUN,GA,"30701",GORDON,"7066292895"
"330084",ALICE HYDE MEDICAL CENTER,"133 PARK STREET",MALONE,NY,"12953",FRANKLIN,"5184833000"
"120028",NORTH HAWAII COMMUNITY HOSPITAL,"67 1125 MAMALAHOA HIGHWAY",KAMUELA,HI,"96743",HAWAII,"8088854444"
"50313",SUTTER TRACY COMMUNITY HOSPITAL,"1420 N TRACY BLVD",TRACY,CA,"95376",SAN JOAQUIN,"2098351500"
"50324",SCRIPPS MEMORIAL HOSPITAL LA JOLLA,"9888 GENESEE AVENUE",LA JOLLA,CA,"92037",SAN DIEGO,"8586264123"
"111306",EFFINGHAM HEALTH SYSTEM,"459 GA HIGHWAY 119 SOUTH",SPRINGFIELD,GA,"31329",EFFINGHAM,"9127540160"
"111305",MILLER COUNTY HOSPITAL,"209 N CUTHBERT STREET",COLQUITT,GA,"39837",MILLER,"2297584231"
"50674",KAISER FOUNDATION HOSP SO SACRAMENTO,"6600 BRUCEVILLE ROAD",SACRAMENTO,CA,"95823",SACRAMENTO,"9166882000"
"50169",PRESBYTERIAN INTERCOMMUNITY HOSPITAL,"12401 WASHINGTON BLVD",WHITTIER,CA,"90602",LOS ANGELES,"5266980811"
"50174",SANTA ROSA MEMORIAL HOSPITAL,"1165 MONTGOMERY DR",SANTA ROSA,CA,"95405",SONOMA,"7075255300"
"50336",LODI MEMORIAL HOSPITAL,"975 S FAIRMONT AVENUE",LODI,CA,"95240",SAN JOAQUIN,"2093343411"
"61318",MIDDLE PARK MEDICAL CENTER,"214 S 4TH STREET",KREMMLING,CO,"80459",GRAND,"9707243442"
"100113",UF HEALTH SHANDS HOSPITAL,"1600 SW ARCHER RD",GAINESVILLE,FL,"32610",ALACHUA,"3522658000"
"110177",DOCTORS HOSPITAL,"3651 WHEELER ROAD",AUGUSTA,GA,"30909",RICHMOND,"7066516008"
"101308",NORTHWEST FLORIDA COMMUNITY HOSPITAL,"1360 BRICKYARD RD",CHIPLEY,FL,"32428",WASHINGTON,"8506381610"
"110046",CLEARVIEW  REGIONAL MEDICAL CENTER,"2151 WEST SPRING STREET",MONROE,GA,"30655",WALTON,"7702678461"
"110083",PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW",ATLANTA,GA,"30309",FULTON,"4046055000"
"140052",OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,"62002",MADISON,"6184652571"
"130014",WEST VALLEY MEDICAL CENTER,"1717 ARLINGTON STREET",CALDWELL,ID,"83605",CANYON,"2084594641"
"130018",EASTERN IDAHO REGIONAL MEDICAL CENTER,"3100 CHANNING WAY",IDAHO FALLS,ID,"83404",BONNEVILLE,"2085296111"
"140130",NORTHWESTERN LAKE FOREST HOSPITAL,"660 N WESTMORELAND ROAD",LAKE FOREST,IL,"60045",LAKE,"8472345600"
"131312",ST LUKE'S MCCALL,"1000 STATE STREET",MC CALL,ID,"83638",VALLEY,"2086342221"
"140135",DECATUR MEMORIAL HOSPITAL,"2300 NORTH EDWARD STREET",DECATUR,IL,"62526",MACON,"2178778121"
"130065",MOUNTAIN VIEW HOSPITAL,"2325 CORONADO STREET",IDAHO FALLS,ID,"83404",BONNEVILLE,"2085572700"
"140032",ST ANTHONYS MEMORIAL HOSPITAL,"503 N MAPLE STREET",EFFINGHAM,IL,"62401",EFFINGHAM,"2173422121"
"140143",ST MARGARETS HOSPITAL,"600 E 1ST ST",SPRING VALLEY,IL,"61362",BUREAU,"8156641176"
"140147",RICHLAND MEMORIAL HOSPITAL,"800 EAST LOCUST",OLNEY,IL,"62450",RICHLAND,"6183952131"
"131315",SYRINGA GENERAL HOSPITAL,"607 W MAIN STREET",GRANGEVILLE,ID,"83530",IDAHO,"2089831700"
"140217",PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,"77 N AIRLITE STREET",ELGIN,IL,"60123",KANE,"8476953200"
"140185",MEMORIAL HOSPITAL,"4500 MEMORIAL DRIVE",BELLEVILLE,IL,"62226",SAINT CLAIR,"6182337750"
"10062",WIREGRASS MEDICAL CENTER,"1200 W MAPLE AVENUE",GENEVA,AL,"36340",GENEVA,"3346843655"
"10069",MEDICAL CENTER BARBOUR,"820 W WASHINGTON ST",EUFAULA,AL,"36027",BARBOUR,"3346887271"
"10023",BAPTIST MEDICAL CENTER SOUTH,"2105 EAST SOUTH BOULEVARD",MONTGOMERY,AL,"36116",MONTGOMERY,"3342882100"
"10058",BIBB MEDICAL CENTER,"208 PIERSON AVE",CENTREVILLE,AL,"35042",BIBB,"2059264881"
"10033",UNIVERSITY OF ALABAMA HOSPITAL,"619 SOUTH 19TH STREET",BIRMINGHAM,AL,"35233",JEFFERSON,"2059344011"
"10052",LAKE MARTIN COMMUNITY HOSPITAL,"201 MARIARDEN ROAD",DADEVILLE,AL,"36853",TALLAPOOSA,"2568257821"
"10100",THOMAS HOSPITAL,"750 MORPHY AVENUE",FAIRHOPE,AL,"36532",BALDWIN,"2519282375"
"10104",GRANDVIEW MEDICAL CENTER,"3690 GRANDVIEW PARKWAY",BIRMINGHAM,AL,"35243",JEFFERSON,"2055921000"
"10157",SHOALS HOSPITAL,"201 WEST AVALON AVENUE",MUSCLE SHOALS,AL,"35661",COLBERT,"2563861601"
"10131",CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,"35801",MADISON,"2568823100"
"20017",ALASKA REGIONAL HOSPITAL,"2801 DEBARR ROAD",ANCHORAGE,AK,"99508",ANCHORAGE,"9072761131"
"21311",PEACEHEALTH KETCHIKAN MEDICAL CENTER,"3100 TONGASS AVENUE",KETCHIKAN,AK,"99901",KETCHIKAN GATEWAY,"9072255171"
"21314",MT EDGECUMBE HOSPITAL,"222 TONGASS DR",SITKA,AK,"99835",SITKA,"9079662411"
"11300",WASHINGTON COUNTY HOSPITAL,"14600 ST. STEPHENS AVENUE",CHATOM,AL,"36518",WASHINGTON,"2518472223"
